C: Phosphatase	C: Kinase	N: NumberPSM	T: Index	T: Gene	4Hr-AGB1.01	4Hr-AGB1.02	4Hr-AGB1.03	4Hr-AGB1.04	4Hr-AGB1.05	24Hr-AGB1.01	24Hr-AGB1.02	24Hr-AGB1.03	24Hr-AGB1.04	24Hr-AGB1.05	4Hr-Cis.01	4Hr-Cis.02	4Hr-Cis.03	24Hr-Cis.01	24Hr-Cis.02	24Hr-Cis.03
	+	1	P53778	MAPK12	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	76671.35202	#VALUE!	#VALUE!	#VALUE!	#VALUE!	138978.2891	#VALUE!	#VALUE!	#VALUE!	#VALUE!
	+	16	Q16539	MAPK14	12314032.96	12021386.79	12905654.74	11908596.03	11859172.41	13928147.01	14580127.5	12593709.86	13156751.64	13933940.77	12174000.55	12553619.06	13231744.99	14336604.11	15010825.68	13247345.81
	+	12	P27361	MAPK3	7891127.394	8636408.18	7950973.054	7952626.584	8877979.828	9126941.161	9192335.351	8762432.531	9171968.694	9237045.219	8178472.589	8450469.103	8096685.448	9614630.608	9492127.181	9177056.124
	+	1	Q16659	MAPK6	14344.39996	12241.56171	11815.55683	12811.92822	8240.978889	8327.109039	10186.70605	11096.36863	6421.078852	8090.987062	11137.9801	10792.18976	19045.99449	11037.30248	6582.865473	5409.57673
	+	4	Q13164	MAPK7	283600.3918	317566.6749	270243.4265	307600.8576	289439.0395	321732.02	334813.9237	317897.0273	265637.6288	262289.4038	220435.9499	252041.1899	275960.0689	292383.0191	244317.893	273295.0871
	+	3	P45983	MAPK8	583672.6736	599001.4625	660912.6115	610486.5563	589037.5172	734854.9577	730436.8376	769413.704	788745.3121	723583.5077	539251.9639	622364.3943	605555.6404	686262.0258	772459.6237	700633.2839
	+	9	P45984	MAPK9	4601267.816	4743761.345	4283622.751	4533205.084	4202743.562	5139868.433	5172749.868	4755283.752	5528666.05	5214509.059	4723418.713	5042472.919	4517834.527	5339599.111	4961001.628	5022241.593
	+	17	P49137	MAPKAPK2	7506453.385	8496280.7	8777629.833	8209710.965	7251761.264	5886995.116	7244727.524	6709156.657	7615989.189	7277946.423	9026279.363	8115226.888	7814921.766	7041249.337	7000856.478	7442211.705
	+	8	Q16644	MAPKAPK3	2122009.964	2206915.56	1934863.016	2009353.549	1907299.533	1312330.804	1341764.455	1418662.518	1394484.048	1376811.861	1884956.762	1871417.476	1971414.894	1416893.606	1381113.065	1509040.401
	+	3	Q8IW41	MAPKAPK5	10682159.54	10001409.52	10713302.94	9611299.009	10547516.44	8610705.405	9010651.558	8335862.212	9375082.789	8451054.866	9995865.094	10863608.06	9721179.902	8322006.589	8641797.533	8986326.191
	+	2	Q9P0L2	MARK1	564298.8954	664357.3806	632892.0851	512431.6287	651316.8387	792856.3632	806827.0905	958354.5737	990845.0923	994009.4211	622493.8248	686975.9177	648254.1449	781886.6772	826812.1135	863059.2022
	+	25	Q7KZI7	MARK2	10231398.35	11130383.76	11281847.46	10886221.8	10905858.45	9791510.462	10688825.49	9900706.179	10133997.2	9686875.708	10527065.54	10456523.93	11141962.27	10161429.24	10710333	10134699.66
	+	12	P27448	MARK3	1053457.002	1017572.39	1059828.942	1053091.965	1023585.369	867196.8556	904587.1647	808955.0415	775571.3581	827672.2142	972473.8967	1051050.094	977678.0924	825437.8109	857929.7532	866836.2735
	+	4	Q6P0Q8	MAST2	473695.3552	390672.4512	462662.2935	446840.3678	447150.2013	237011.9048	252023.7203	228859.079	208429.5061	244945.2857	387409.552	401934.2518	446902.3173	273598.3492	277763.9801	261762.6984
	+	2	O60307	MAST3	202224.7427	222508.3575	193396.2104	236749.1959	169838.028	246820.0383	253794.275	261327.6042	312479.0624	296361.805	176144.5119	214601.4056	156543.0572	301960.4341	239937.6448	276630.3649
	+	6	Q96GX5	MASTL	657440.1321	577355.344	541837.23	693482.5235	589405.0925	482945.2102	431200.7016	396510.6251	406163.1983	411262.499	643553.2492	629959.6941	592518.2232	394564.0533	464526.0572	374706.116
	+	8	Q14680	MELK	1017219.787	979441.6356	952988.9761	924234.8728	860550.3023	523561.6861	594080.9493	509880.6277	601247.7231	581613.0038	867317.0829	808730.7826	798205.1159	515781.3205	533748.2837	639861.439
	+	29	P08581	MET	15884320.06	18243763.03	17418294.08	16884545.39	17078761.23	18552367.92	19591166.97	18328685.67	18237441.31	18561371.77	16740044.18	16618651.67	17668791.12	18007567.8	16934945.4	16972550
	+	1	Q8N4C8	MINK1	41530.97151	45092.50384	37114.62058	47026.94522	41075.77001	52955.76021	54527.6364	59947.00264	58493.95832	45183.23666	45462.83402	50714.12482	46540.52936	49722.11347	48245.27381	58158.40164
	+	2	Q9BUB5	MKNK1	307686.1545	312305.8353	290967.804	291169.5574	280258.7712	301500.3184	284013.5037	274376.9952	308412.1337	286802.8828	269775.5358	299646.0852	280822.6935	318360.098	285058.7973	289740.1318
	+	1	Q9HBH9	MKNK2	9953.581399	12385.80485	13978.28746	6789.078258	14695.6342	13743.86357	14549.68199	18485.41741	12349.79951	16886.7023	10271.07809	#VALUE!	10856.71484	15117.16512	20065.08991	16991.19852
	+	27	Q8NB16	MLKL	4788027.474	4705119.715	4962033.347	4770139.411	4692742.928	4163022.716	4214412.211	4159849.779	4252264.772	4308039.359	4697299.005	4991008.742	4665499.121	4352762.881	4306845.082	4447613.525
	+	9	Q04912	MST1R	1395644.429	1327333.987	1271588.109	1410328.686	1361532.51	890897.5432	871656.3863	818260.1117	920781.9327	788089.525	1234418.365	1314333.535	1223853.974	883824.256	825952.9065	960216.366
	+	37	Q15746	MYLK	3550768.812	3984038.063	3657432.986	3565319.657	3530154.757	4305651.137	3919939.616	4333496.173	4396122.02	4222892.234	3354578.329	3501641.605	3652366.22	4064087.407	4063242.392	4293432.263
	+	5	Q96PY6	NEK1	142984.5756	166978.1726	181763.1227	157249.9464	220359.5658	180345.0125	196763.0776	179409.903	180971.125	195011.5435	199911.2311	164839.2181	216543.899	186756.6384	182773.8311	193114.9059
	+	1	P51955	NEK2	90391.53169	80316.01115	65758.96629	69359.21741	66432.42693	116963.5922	127753.2086	117899.6574	131919.6545	142697.4472	60297.05834	90585.96989	94151.73107	98156.75944	126352.9656	136231.4243
	+	3	P51956	NEK3	302651.9246	275100.6456	260224.9921	278960.2429	300707.2238	315198.2501	316139.1103	316402.1768	299646.0852	320196.9411	237653.4797	256624.6092	244233.2336	293072.8909	303008.7648	294396.2971
	+	7	P51957	NEK4	786997.7579	826812.1135	824294.3039	840856.4495	847350.8952	847409.6311	834122.645	870267.8653	868098.9671	797486.1842	839575.1847	826010.1592	784166.2364	826124.6764	836206.6552	808058.3789
	+	1	Q9HC98	NEK6	265104.1998	259576.4544	258821.8696	267411.1322	261110.3284	238214.2182	221999.9768	223218.9526	241489.3433	200967.1259	266578.333	282717.1743	269943.883	221323.9421	231106.7705	254075.898
	+	8	Q8TDX7	NEK7	4694044.213	3822009.676	4559676.37	4039373.164	3980725.611	5007294.923	4603181.827	5045619.558	5064540.675	5178848.771	4366361.051	4485383.78	4200122.572	5193227.513	4995508.123	4870032.603
	+	28	Q8TD19	NEK9	5404763.277	5678978.424	5769840.471	5500380.528	5713724.324	6871054.045	6849655.502	7359110.67	7428811.558	7555521.99	5849573.463	5865407.856	6033651.755	6686871.672	7122241.872	7338735.142
	+	14	Q9UHY1	NRBP1	6201561.118	6757227.512	6560616.68	7312331.272	7182725.745	9064525.056	9705694.37	8928584.227	8484510.514	8966415.971	6422484.177	7990752.836	6759569.795	8801390.273	8625639.556	7622854.984
	+	4	Q9NSY0	NRBP2	447894.6785	443692.3028	523126.3808	527971.3063	502617.02	549553.3433	614690.2175	563439.0384	580525.5345	605597.6158	526071.7303	486506.6501	547614.0741	662517.942	631227.2666	639196.5075
	+	1	Q16288	NTRK3	303639.5094	221446.7042	340194.4313	216019.1969	305751.4892	383004.0176	405235.2081	417755.7036	365851.8428	384840.2043	275386.8222	277244.6317	264810.3528	401238.356	415416.7896	427806.833
	+	3	Q9H093	NUAK2	223621.5966	224258.0115	257676.242	284151.3413	153225.8306	277321.5109	224880.6495	191701.2209	224040.4957	239090.9505	214422.9794	223172.5403	143192.8568	243861.0803	205118.7714	182583.8961
	+	20	O95747	OXSR1	11449648.71	11675653.78	11615114.18	12992718.63	13037826.08	16778378.95	17070476.57	16865830.21	16778378.95	17529724.66	12882417.34	11216350.48	12577135.12	17353219.36	17652877.1	17339993.24
	+	10	Q13153	PAK1	2063697.381	2100498.027	2344745.647	2274313.967	2234622.959	1953053.447	2137214.086	2061409.936	1959562.286	2246581.548	2428106.044	2509902.689	2267388.223	2092795.626	2307501.252	2044476.43
	+	34	Q13177	PAK2	10355543.94	11007625.83	10900568.18	10933106.15	11237361.51	11734882.01	12127677.84	11673226.15	11336720.34	10989329.28	10676237.73	10790063.36	11088032.07	11831256.81	11821419.93	11465532.3
	+	24	O96013	PAK4	11178319.65	9790153.165	10326156.27	10257671.93	10856080.59	8685033.602	8470994.957	8743624.413	8710958.246	8579130.462	10308277.9	10546054.34	9797620.63	8023498.478	8374664.705	8492159.279
	+	7	Q96RG2	PASK	581250.2878	439072.6057	443630.7983	576995.2833	458384.9018	635221.4041	615201.7152	678175.9041	690030.21	581411.467	489449.3342	545152.3724	542965.1212	676814.0537	692041.9654	614647.6119
	+	22	Q96KB5	PBK	22560567.15	25947640.14	23505580.92	24034442.44	22273114.94	25308172.52	23703553.17	23888285.88	21826840.87	21365799.98	24036108.44	21683585.53	22428036.7	21414727.75	21802647.55	22512142.03
	+	1	Q15118	PDK1	319952.8962	322960.903	294763.8343	570987.6437	483045.6463	41935.95238	62722.69811	40953.5246	54060.97834	45164.44938	411604.7198	440169.6048	426208.5473	52013.55408	50346.36503	53765.75687
	+	1	Q15119	PDK2	268265.1272	342204.6884	302106.9818	252583.3472	286028.6231	380252.9724	369291.3641	376502.5212	373073.4066	355157.6413	317214.6774	331121.2329	336885.7782	360140.4194	369368.1641	343654.6607
	+	11	Q15120	PDK3	1034857.004	1056674.79	1116537.287	1103151.879	1097203.729	1532440.894	1459456.722	1539467.521	1556743.689	1442260.164	1037658.291	1105754.743	1253039.098	1449877.921	1386292.251	1462089.301
	+	1	Q16654	PDK4	101259.6586	115657.5563	124968.07	145806.9537	103408.8403	72269.53544	71934.68763	63466.16286	57341.81701	50826.7372	115457.3106	134355.886	128508.1204	59351.62871	63912.03482	66612.25494
	+	14	O15530	PDPK1	3157825.456	3021220.394	3234923.13	3304727.764	3257423.8	3196141.832	3370427.122	3257423.8	3264883.313	3227532.07	3346681.901	3167031.969	3194591.43	3429103.455	3439577.662	3182877.054
	+	9	P15735	PHKG2	1833666.703	1826309.696	1772064.886	1814197.386	1686265.18	1913921.198	1855144.327	1939831.621	1797424.822	1943734.85	1686849.696	1732231.118	1752277.7	1808672.789	1901755.043	1871806.666
	+	28	Q99570	PIK3R4	2412169.74	2339550.598	2308301.11	2298402.442	2309101.244	2579750.3	2508685.172	2452463.102	2464391.442	2541766.373	2356966.79	2278890.224	2315191.34	2636148.112	2493775.218	2473118.607
	+	8	Q99640	PKMYT1	1868824.937	1730670.923	1603619.016	1616901.093	1649960.436	1008933.74	991394.6858	906030.4426	925902.0146	960748.9706	1610078.948	1767158.484	1629389.403	887200.0984	967632.7008	1113214.365
	+	14	Q16512	PKN1	4321198.279	4184430.921	3678280.319	3622614.854	3892862.615	4082722.27	4471105.012	4421792.821	4296409.275	4628457.359	3820950.137	4137133.266	3744910.995	4131115.598	3953502.757	4140001.902
	+	37	Q16513	PKN2	3166812.455	3002015.51	3154981.249	3114782.511	3214359.81	3688748.504	3719816.439	3784575.349	3655912.219	3636703.81	3174504.517	3130366.184	3098632.007	3643011.2	3536277.353	3399992.186
	+	20	P53350	PLK1	3199466.655	3728076.413	3265109.625	3470711.46	3233353.917	2617394.579	2708006.93	2620662.248	2690979.556	2420711.972	3419609.13	2977355.375	3402821.396	2577426.756	2525434.161	2585299.515
	+	23	Q13131	PRKAA1	6049565.096	7118786.977	6716135.934	6633781.208	7077949.315	6049984.435	6253792.843	6031142.951	6309525.139	6472537.554	6871530.326	6722190.514	7172278.109	6319592.049	6152323.781	6006112.219
	+	3	P54646	PRKAA2	293784.7533	221354.6262	178232.3882	169708.5824	202168.6819	174624.9286	130220.7656	147014.6091	107129.7762	151577.9106	257016.2407	230594.7274	199247.2104	180607.7155	115505.3379	190799.7823
	+	16	P17612	PRKACA	8648389.087	7893315.582	10110843.33	8641797.533	9354959.649	9233844.458	9611965.236	8969524.033	9003783.898	9564114.691	8713373.771	10004876.34	8569621.176	9090952.315	9954379.786	9070181.565
	+	5	P22694	PRKACB	4480412.087	4465220.534	4711320.344	4269098.443	4702837.33	3580922.835	3761560.855	4098316.577	3273267.325	3501641.605	4801321.126	4512201.298	4240197.401	3959810.61	3776975.513	3705405.496
	+	24	P17252	PRKCA	11131155.29	10537286.03	11432994.63	10623825.36	10810275.84	9379632.712	10591473.67	10064694.18	10212268.23	10360569.7	10155796.1	10451451.63	11029774.81	9837088.833	9527722.739	10380697.15
	+	19	Q05655	PRKCD	3619101.152	3507471.62	3324255.868	3129064.572	3487350.644	2650806.626	2694339.092	2844019.646	2950238.178	3058939.197	3509173.869	3327022.057	3378145.413	2866184.401	2736119.859	3101855.394
	+	18	P41743	PRKCI	6869149.248	6609913.676	6450591.38	6509882.17	6272460.283	7020780.533	6729649.797	6888698.472	6825011.281	6443888.052	6788681.64	6445674.925	6503117.228	6453274.664	6295982.063	6550619.864
	+	4	Q04759	PRKCQ	333771.2118	306812.9815	360215.3163	312479.0624	319000.6858	385507.6597	384946.9195	354763.9772	365573.001	353046.8209	302945.7625	306770.4511	329564.1982	397694.201	381018.0979	386792.4208
	+	5	Q05513	PRKCZ	505516.9707	555759.0458	477188.5828	538728.9244	471958.3425	439011.7415	362394.1146	382871.3015	395029.262	447398.2228	456925.6796	529217.0439	475636.5313	456672.3765	457718.1579	350340.9249
	+	6	Q15139	PRKD1	2167649.399	2158503.498	2304783.809	2307661.201	2230290.182	1334992.309	1592210.885	1572577.841	1492707.435	1451788.638	2363510.757	2323068.074	2173366.425	1377480.056	1404378.126	1411600.093
	+	20	Q9BZL6	PRKD2	3369259.224	3135143.396	3257198.021	3221050.837	3464702.383	4275613.459	4140001.902	4058457.289	4079045.022	3817244.062	3407069.627	3158482.176	3124729.773	4383038.741	4175738.682	4024839.994
	+	1	O94806	PRKD3	124036.0532	102140.8185	99727.23979	118958.596	123838.4677	101815.6635	111454.8599	129887.2235	134626.23	88341.27292	112346.8384	102545.1689	121180.6648	114699.5336	129339.194	167418.566
	+	324	P78527	PRKDC	72215240.31	72778046.94	71666720.41	68036236.35	71925499.54	95771960.57	94061434.59	98751546.1	95460463.14	98512263.72	71990340.19	72335474.19	73350323.86	96545119.85	95374483.28	95791877.86
	+	4	P51817	PRKX	1178075.034	1157034.137	1090833.892	1013700.474	1043645.27	1117776.253	1100173.784	1110209.105	1067644.564	1146575.559	1311421.48	1232110.315	1301460.414	1213800.593	1061446.333	1019690.573
	+	24	Q13523	PRPF4B	7055417.376	7077949.315	6911177.013	7239205.801	6624132.04	6792447.128	6018614.573	6452380.112	6597097.517	6436745.513	6138267.126	6658196.417	6152750.243	6009860.196	6337577.264	6204570.865
	+	35	Q05397	PTK2	7723910.411	7936106.744	7855109.739	8138886.506	8011827.896	8870598.402	8663388.595	8608915.045	8622650.655	8493336.624	8009606.854	7416463.608	7590692.088	9030660.004	8235358.364	8294939.338
	+	10	Q14289	PTK2B	448360.6061	505516.9707	464783.7165	477353.9924	482744.4007	454556.4677	513498.309	545114.5866	526363.5273	548069.7562	490128.3256	468568.3554	489788.7122	563009.6013	489178.0011	556028.7672
	+	2	Q13308	PTK7	107315.5789	102580.7145	117028.4686	81363.8316	81099.19648	88568.12766	86877.80302	93023.00985	78614.07423	75338.51625	115257.4116	111934.8692	119156.6547	76030.99231	55530.77846	54474.74811
	+	5	Q7Z7A4	PXK	602081.8075	557302.0752	597840.0407	628084.8739	658671.6817	855257.9002	904273.713	774121.2357	854191.4903	888615.6351	676110.7218	644848.1739	640571.4617	855435.7646	972136.9213	827844.3417
	+	13	P04049	RAF1	6448356.163	4862274.795	5993635.836	5680159.458	6040347.001	6844909.328	6509882.17	6678996.836	6671131.273	7081875.252	5967519.728	5342560.835	6053340.189	6176251.199	6623213.804	6331430.224
	+	9	Q9BRS2	RIOK1	1711464.575	1741139.059	1746699.501	1741742.596	1743071.115	1644479.964	1735476.02	1719312.071	1784019.557	1698582.664	1804540.385	1745368.216	1916709.147	1708856.711	1640495.266	1602174.66
	+	9	Q9BVS4	RIOK2	688358.2153	843483.312	877415.0944	882722.2271	856741.2341	879790.1966	950943.4336	953781.9798	966493.1622	879424.3782	844185.1935	850056.9659	821442.4623	913598.021	918105.2337	878449.606
	+	10	O14730	RIOK3	1193858.15	1103304.819	1266749.65	1346609.391	1258261.192	1390237.563	1363326.802	1341113.585	1316886.886	1452191.215	1246801.184	1196260.37	1258348.411	1327978.17	1426847.778	1369103.421
	+	26	Q13546	RIPK1	4062115.978	4024839.994	3778022.859	3921842.044	3837938.066	3536767.619	3512580.845	3483485.192	3484451.153	3525508.675	4066059.793	4067187.3	3878856.572	3626383.32	3723944.136	3762603.926
	+	8	O43353	RIPK2	1157354.98	1265696.436	1378721.851	1238446.401	1322650.078	1421812.704	1351097.165	1351565.501	1409937.714	1411208.769	1309513.952	1251650.203	1169694.219	1426748.88	1469913.675	1422009.823
	+	1	P57078	RIPK4	55820.21265	57151.3517	#VALUE!	42172.06366	40848.62793	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	31424.45275	31860.91325	#VALUE!	#VALUE!	#VALUE!
	+	18	Q05823	RNASEL	1356445.827	1369957.779	1309513.952	1400878.108	1311785.134	618579.7156	764946.8582	708004.9886	821385.5262	766061.1326	1285056.178	1397193.107	1264205.88	839866.2097	805821.0684	819111.3162
	+	44	Q13464	ROCK1	10784829.25	10269766.19	10162133.6	10776609.37	10737092.18	9543585.803	10592942.06	10243461.63	10247012.36	10369909.73	10719988.33	11000761.06	11429032.94	11200812.09	9984785.47	10595879.45
	+	71	O75116	ROCK2	12249334.21	12310619.26	12157135.49	12429802.18	12154607.75	12266327.16	12403981.99	12372210.94	12013889.8	11517306.31	12508452.68	11773174.15	12647947.95	12411722.41	11798499.03	11581349.22
	+	7	Q01973	ROR1	1696347.137	1672065.578	1561282.313	1468284.392	1611865.573	1252691.73	1263592.633	1272999.128	1239562.857	1372048.453	1538614.096	1487749.291	1565725.637	1239734.709	1281764.689	1233905.091
	+	20	Q15418	RPS6KA1	3771220.303	3822009.676	4029306.161	3498487.727	3971630.562	4068033.136	3742056.731	3659969.004	3929188.633	3919124.572	3846193.726	3704378.282	3840865.464	3786674.545	3987906.074	3662252.924
	+	51	P51812	RPS6KA3	16478710.31	17487248.83	17213056.96	16104940.56	17425539.65	19941906.42	19922564.06	20061136.45	19531507.92	19557247.46	16987850.71	16295835.66	17418294.08	19804157.61	18791800.93	19568095.31
	+	14	O75676	RPS6KA4	1705661.581	1778217.05	1741863.329	1771573.633	1862617.49	1770591.537	1785751.621	1677986.874	1674501.224	1637768.484	1798546.464	1939159.443	1810428.788	1671602.047	1628373.254	1633007.516
	+	4	O75582	RPS6KA5	402268.7104	429708.8605	446190.4161	374836.0017	407036.8823	385881.9403	430961.6595	459785.0399	378858.6075	473859.5539	436674.8752	420399.0839	308947.0345	381573.1151	418480.2467	428727.0739
	+	5	Q9UK32	RPS6KA6	515245.3306	556761.5282	557649.8468	561061.7361	511863.6389	404842.1562	429202.8112	386042.4574	368192.3178	413750.0613	593792.7693	676720.2338	574680.2725	403833.2008	422502.3968	399490.0375
	+	9	P23443	RPS6KB1	2964176.656	2859041.241	2918711.128	2556963.259	2679068.428	4098884.764	4124248.98	3845660.568	3999809.89	3897992.813	2891727.146	2700883.535	2796129.987	3716981.302	3747247.921	3772266.052
	+	7	Q9UBS0	RPS6KB2	2397667.211	1999350.53	2578856.382	2571359.686	2548646.759	2698824.999	3073817.328	2664807.705	2687437.924	2757634.839	2268331.399	2586912.811	2516522.384	2920937.382	2758399.524	2622842.961
	+	2	Q96S38	RPS6KC1	27064.23521	41903.99	40325.3658	58489.90397	50109.6208	50297.53231	45465.98538	42870.57063	40698.83845	42539.04427	38031.30965	42368.36983	42186.68191	37486.92844	41631.8486	47291.72023
	+	28	Q96KG9	SCYL1	4769478.175	4743761.345	4612124.414	4647424.509	4707076.926	5650315.517	5585674.215	5849978.939	5636233.693	5839850.476	4875098.71	4635199.489	4930491.366	5480970.731	5467310.952	5692772.437
	+	27	Q6P3W7	SCYL2	3778022.859	3675731.613	3727042.914	3755308.5	3965853.626	3431005.481	3513067.826	3384473.523	3334640.95	3437194.355	3899073.716	3732471.982	3857941.937	3529420.758	3327022.057	3525753.053
	+	1	Q8IZE3	SCYL3	127399.4921	115409.3032	135046.8066	173046.4716	183688.2731	142075.6707	162626.1801	138094.8507	160076.2777	162998.5946	197596.7921	181033.8557	136552.8595	218913.2876	210491.1425	173322.569
	+	3	Q9HBY8	SGK2	324239.4258	445109.2633	376998.694	378202.664	286107.938	309161.2545	355379.2693	325771.3035	385347.3649	357206.7953	386229.8118	415993.0789	315394.9424	343297.5415	347222.2805	295397.8909
