DMSO.01	DMSO.02	DMSO.03	MK-2206.01	MK-2206.02	MK-2206.03	14H.01	14H.02	14H.03	C: Only identified by site	C: Reverse	C: Potential contaminant	N: Peptides	N: Razor + unique peptides	N: Unique peptides	N: Sequence coverage [%]	N: Unique + razor sequence coverage [%]	N: Unique sequence coverage [%]	N: Mol. weight [kDa]	N: Q-value	N: Score	N: Intensity	N: MS/MS count	T: Protein IDs	T: Majority protein IDs	T: Protein names	T: Gene names	T: id
141436.9947	125011.3881	117899.6574	137226.5396	126958.7233	141554.6877	138622.3158	136420.4121	135948.4333				3	3	3	8.8	8.8	8.8	73.197	0	9.8344	364220000	4	C9JLR9	C9JLR9	Uncharacterized protein C11orf95	C11orf95	142
8146223.692	8537013.322	8377567.646	7881288.05	8443443.123	8753933.538	8075946.933	8394424.556	7994076.787				6	6	6	56.7	56.7	56.7	10.92	0	39.243	2315200000	9	C9JLW8	C9JLW8	Protein FAM195B	FAM195B	143
1703889.09	1734874.654	1793318.117	1602507.857	1629050.616	1760800.464	1559443.659	1826689.506	1827956.109				3	3	3	5.3	5.3	5.3	68.877	0.0020903	1.6205	755020000	5	D6RF30;P0CJ92;H3BSY2-3;H3BSY2;A6NMD2;I6L899-2;A6NCC3-1;H3BSY2-2;I6L899;F8WBI6;A6NCC3;A6NC78	D6RF30;P0CJ92;H3BSY2-3;H3BSY2;A6NMD2	Golgin subfamily A member 8K;Golgin subfamily A member 8H;Golgin subfamily A member 8M;Golgin subfamily A member 8J	GOLGA8K;GOLGA8H;GOLGA8M;GOLGA8J	232
66807188.03	68017375.32	66052049.91	63886155.99	69948995.31	68026805.18	65673135.45	66184956.44	71651819.28				6	6	6	46	46	46	23.384	0	176.32	23269000000	29	Q13765;E9PAV3-2;E9PAV3	Q13765;E9PAV3-2;E9PAV3	"Nascent polypeptide-associated complex subunit alpha;Nascent polypeptide-associated complex subunit alpha, muscle-specific form"	NACA	234
2288070.382	2336633.443	2279838.185	2164046.397	2145228.657	2657982.177	2608339.081	2423566.1	2499485.973				4	4	4	13.8	13.8	13.8	33.615	0	36.202	274910000	8	O00115-2;O00115	O00115-2;O00115	Deoxyribonuclease-2-alpha	DNASE2	240
13271241.48	14651042.62	13562313.85	13572658.54	13729730.77	13359845.61	13192366.06	12157135.49	12516258.29				24	24	24	46.7	46.7	46.7	72.911	0	323.31	9280300000	70	O00116	O00116	"Alkyldihydroxyacetonephosphate synthase, peroxisomal"	AGPS	241
91166471.32	92112907.81	93069169.65	85380306.16	91191751.53	91609888.66	94067954.66	90775522.92	94886532.47				33	33	3	48.4	48.4	9.2	77.748	0	323.31	24981000000	119	O00139-5;O00139;O00139-4;O00139-1;Q8N4N8	O00139-5;O00139;O00139-4;O00139-1	Kinesin-like protein KIF2A	KIF2A	243
461925.2871	450853.7513	476824.8834	413721.3833	408563.2741	403721.25	469023.2777	402910.5342	440902.4597				31	1	1	43.5	2.7	2.7	75.042	0	210.36	1448300000	5	O00139-2	O00139-2	Kinesin-like protein KIF2A	KIF2A	244
213666.3215	179285.5886	199302.4611	178615.7779	174310.506	195620.7658	174044.8983	189179.9934	182482.6782				1	1	1	2.4	2.4	2.4	64.466	0	4.0386	13974000	2	O00144	O00144	Frizzled-9	FZD9	246
292082362	300106640.3	301044183	296529418.5	291172729.1	293543689.2	325549120.5	291657513.6	298033652.3				28	28	12	64.4	64.4	34.9	49.129	0	167.02	64482000000	150	O00148;O00148-2;O00148-3	O00148;O00148-2;O00148-3	ATP-dependent RNA helicase DDX39A	DDX39A	247
55504445.9	52550457.92	55439080.74	48604952.97	52795074.34	52506765.85	53606328.78	51974477	50697103.93				18	18	18	79.9	79.9	79.9	36.071	0	110.79	26099000000	77	O00151	O00151	PDZ and LIM domain protein 1	PDLIM1	248
14584170.53	15487489.84	14692738.69	13877073.33	13909816	14314758.54	14360473.67	12849420.85	15043114.97				15	15	15	58.9	58.9	58.9	37.419	0	91.197	5011900000	67	O00154-4;O00154-6;O00154-7;O00154;O00154-5;O00154-2;O00154-3;Q6ZUV0	O00154-4;O00154-6;O00154-7;O00154;O00154-5;O00154-2;O00154-3	Cytosolic acyl coenzyme A thioester hydrolase	ACOT7	249
43587163.94	43911637.53	44648240.91	39531517.46	42862123.77	43993895	42784947.96	41991674.97	43951223.76				41	41	39	43.1	43.1	41.6	119.63	0	323.31	8675900000	105	O00159-3;O00159;O00159-2;Q9Y2K3	O00159-3;O00159;O00159-2	Unconventional myosin-Ic	MYO1C	250
10893015.1	11028245.86	11632033.55	10802036.56	10961181.67	10601756.69	10918716.95	10622352.68	10444933.71				13	13	13	73.5	73.5	73.5	23.354	0	204.86	4637900000	38	O00161;O00161-2	O00161;O00161-2	Synaptosomal-associated protein 23	SNAP23	251
3210796.946	3049835.502	3323103.968	2792449.965	3087697.524	2857654.362	3256972.257	3217926.626	3121049.915				6	6	1	40.7	40.7	3.9	26.099	0	45.336	834910000	13	O00165-5;O00165;O00165-2;O00165-4;O00165-6	O00165-5;O00165;O00165-2	HCLS1-associated protein X-1	HAX1	252
61257.54801	64098.3678	61975.05388	55017.38695	58925.31723	59039.79125	58142.27894	62835.83779	63439.77351				3	3	3	5	5	5	50.532	0	18.348	21657000	2	O00167-3;O00167-2;O00167	O00167-3;O00167-2;O00167	Eyes absent homolog 2	EYA2	254
27126507.9	26625402.52	26619866.49	25311681.23	26586674.53	27408119.29	27918149.83	26946601.57	27149080.48				16	16	16	48.5	48.5	48.5	37.636	0	146.05	8852000000	64	O00170	O00170	AH receptor-interacting protein	AIP	255
8998168.797	8689248.629	9272326.904	8302417.205	9023777.094	9471096.301	9437674.605	8716998.315	9221052.5				16	16	16	39.8	39.8	39.8	72.453	0	233.58	4012500000	34	O00178	O00178	GTP-binding protein 1	GTPBP1	256
164257.5319	184492.162	180858.2646	162874.3618	179795.8256	189902.5826	197131.664	171982.2322	156988.5702				2	2	2	10.7	10.7	10.7	38.143	0	26.457	87832000	2	O00180	O00180	Potassium channel subfamily K member 1	KCNK1	257
13621667.63	13654754.12	14964077.43	13388583.53	14229681.16	13840569.78	14546815.24	13237249.07	14087380.14				18	18	18	35	35	35	67.764	0	80.81	3082900000	34	O00186	O00186	Syntaxin-binding protein 3	STXBP3	258
723633.6644	9650685.555	760769.5618	635177.3754	752014.0027	782591.546	790606.3406	821385.5262	730183.7313				15	15	15	21.2	21.2	21.2	97.684	0	57.767	18510000000	17	O00192-2;O00192	O00192-2;O00192	Armadillo repeat protein deleted in velo-cardio-facial syndrome	ARVCF	259
17640645.3	17720303.77	20791636.78	16709902.74	18189467.84	13511645.06	16959614.01	15136202.93	15550956.67				11	11	11	48.6	48.6	48.6	20.332	0	323.31	19231000000	42	O00193	O00193	Small acidic protein	SMAP	260
28050049.87	28862641.4	28872646.16	26586674.53	27972386.33	28431758.57	27731071	26582989.09	28988955.16				39	39	33	34.5	34.5	28.5	121.32	0	323.31	6273900000	88	O00203;O00203-3	O00203;O00203-3	AP-3 complex subunit beta-1	AP3B1	261
1068977.458	969983.0422	1036867.417	811988.6298	905842.0584	1032707.315	1075592.373	1073804.556	1000091.105				5	4	4	10.7	9.3	9.3	76.958	0	159.47	310340000	10	O00213-2;O00213;O00213-4;O00213-6;O00213-3;O00213-5	O00213-2;O00213;O00213-4;O00213-6;O00213-3;O00213-5	Amyloid beta A4 precursor protein-binding family B member 1	APBB1	262
22554312.89	22253053.86	22137669.23	21373206.09	22145342.89	22574645.55	22766355.13	22236093.23	22073315.37				13	13	13	54.8	54.8	54.8	23.705	0	91.203	9906100000	52	O00217	O00217	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial"	NDUFS8	263
2050294.898	2192582.96	2091055.611	2080213.249	2062839.292	2109836.833	2315833.336	2037261.862	2098751.608				9	9	9	27.4	27.4	27.4	52.863	0	163.04	351610000	14	O00221	O00221	NF-kappa-B inhibitor epsilon	NFKBIE	264
21725710.16	22016777.69	21572648.9	20495445.31	20549500.63	21290404.14	20927548.72	19458538.23	21650544.91				23	23	23	59.7	59.7	59.7	47.463	0	165.48	13724000000	89	O00231;O00231-2	O00231;O00231-2	26S proteasome non-ATPase regulatory subunit 11	PSMD11	265
60118263.41	61774153.48	60923690.46	53893203.14	58433809.06	56306572.58	58510815.9	53598897.88	58897374.99				20	20	20	44.1	44.1	44.1	52.904	0	323.31	28304000000	105	O00232;O00232-2	O00232;O00232-2	26S proteasome non-ATPase regulatory subunit 12	PSMD12	266
41945130.53	43214136.56	44958793.98	42195914.94	43905550.51	46822544.44	42454083.73	45064873.34	47328307.66				10	10	10	43	43	43	24.682	0	323.31	15969000000	54	O00233;O00233-2;O00233-3	O00233;O00233-2	26S proteasome non-ATPase regulatory subunit 9	PSMD9	267
1289070.735	1438765.46	1402238.188	1385235.658	1392938.373	1349225.444	1408863.1	1342787.89	1387157.335				4	4	4	64.7	64.7	64.7	7.4016	0	12.789	437540000	22	O00244	O00244	Copper transport protein ATOX1	ATOX1	268
5892710.664	5641314.743	5979941.747	5299041.517	5368173.985	5566349.25	5854035.241	5785058.028	5705017.969				11	11	11	29.3	29.3	29.3	67.496	0	323.31	3301200000	25	O00255-2;O00255;O00255-3	O00255-2;O00255;O00255-3	Menin	MEN1	269
14617568.34	14058116.7	14288983.97	12612928.96	14281062.67	14227708.64	15119425.65	14492468.36	14331636.29				18	18	18	37.7	37.7	37.7	61.367	0	264.49	3141700000	33	O00257;O00257-3	O00257;O00257-3	E3 SUMO-protein ligase CBX4	CBX4	270
3331406.564	3135578.049	2897947.443	3017453.274	2927829.275	3254941.085	3412032.6	3387994.261	3184863.256				3	3	3	21.4	21.4	21.4	16.011	0	125.7	637410000	8	O00258-2;O00258	O00258-2;O00258	Tail-anchored protein insertion receptor WRB	WRB	271
63568116.2	65396042.65	62528041.75	57203496.62	62497710.32	70851742.56	66074945.77	61658651.43	70050887.84				15	15	14	65.6	65.6	61	21.671	0	323.31	39998000000	53	O00264;O00264-2	O00264;O00264-2	Membrane-associated progesterone receptor component 1	PGRMC1	272
53517225.93	51195014.93	51877297.86	47733540.09	51440452.58	55247276.09	56926615.78	54001644.27	55056135.04				34	34	1	37.1	37.1	1.6	121	0	323.31	22405000000	134	O00267	O00267	Transcription elongation factor SPT5	SUPT5H	273
4120248.726	4043014.648	4062960.759	3694377.856	4052273.167	3968878.591	4047500.982	3872677.677	4063805.716				15	15	14	18.8	18.8	17.6	110.11	0	311.78	1486000000	26	O00268	O00268	Transcription initiation factor TFIID subunit 4	TAF4	275
26382903.33	23259229.98	26967155.16	22392309.55	24193229.02	22651448.91	26295270.46	24314270.98	24169763.15				19	19	7	61.3	61.3	18.4	36.521	0	323.31	13124000000	50	O00273	O00273	DNA fragmentation factor subunit alpha	DFFA	276
934606.7945	860013.6305	875531.7673	769893.8389	812551.6525	834990.3507	787106.8665	801420.5621	828246.1118				4	4	4	22.8	22.8	22.8	28.232	0	157.99	525370000	7	O00287	O00287	Regulatory factor X-associated protein	RFXAP	278
44943215.15	41387736.1	44039660.15	40561284.37	43862964.96	45868487.5	46197133.49	44741180.91	44561671.09				31	31	29	36.4	36.4	35.4	113.07	0	323.31	6956100000	78	O00291-4;O00291;O00291-3	O00291-4;O00291;O00291-3	Huntingtin-interacting protein 1	HIP1	279
88704256.59	96565197.93	110028345.7	86458232.07	81976098.87	80244545.79	76433406.8	91571797.1	80651610.14				13	13	13	69.7	69.7	69.7	26.922	0	323.31	69025000000	96	O00299	O00299	Chloride intracellular channel protein 1	CLIC1	280
14927818.35	15338988.35	14596306.35	13957139.91	14561947.73	14576085.59	14872048.04	14840125.94	14960966.06				16	16	16	59.7	59.7	59.7	37.563	0	164.93	4285300000	59	O00303	O00303	Eukaryotic translation initiation factor 3 subunit F	EIF3F	281
599915.5909	546097.8684	577675.5866	516174.7341	522800.1393	573884.1485	632979.8286	537051.1594	615500.2854				4	3	3	5.2	4.2	4.2	86.307	0	25.481	68125000	2	O00308-2;O00308;O00308-4;O00308-3	O00308-2;O00308;O00308-4;O00308-3	NEDD4-like E3 ubiquitin-protein ligase WWP2	WWP2	282
2166147.42	1843735.151	2377641.876	1799045.196	1959698.117	1789344.818	1930442.296	1798671.134	1910739.935				12	12	12	26.1	26.1	26.1	63.887	0	29.16	1397000000	19	O00311	O00311	Cell division cycle 7-related protein kinase	CDC7	283
302232.6507	287559.3057	309525.7695	290826.6598	300936.589	325162.1935	355231.5019	343273.7467	317016.8503				2	2	2	4.3	4.3	4.3	55.461	0	9.4157	52255000	5	O00327-4;O00327-9;O00327-1;O00327-7;O00327-8;O00327;O00327-3;O00327-5;O00327-6	O00327-4;O00327-9;O00327-1;O00327-7;O00327-8;O00327;O00327-3;O00327-5;O00327-6	Aryl hydrocarbon receptor nuclear translocator-like protein 1	ARNTL	284
61109.11639	41398.76185	63779.27157	53483.26796	50833.78377	59537.0451	51622.05666	50840.83131	58433.17254				2	2	2	2.6	2.6	2.6	119.48	0	5.9812	9959100	3	O00329;O00329-2	O00329;O00329-2	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform"	PIK3CD	285
34129122.84	33081011.23	33705951.11	29990453.45	31852427.72	33329584.58	34764222.78	32337392.12	33638265.93				18	18	18	43	43	43	51.459	0	198.45	9976800000	53	O00330-3;O00330;O00330-2	O00330-3;O00330	"Pyruvate dehydrogenase protein X component, mitochondrial"	PDHX	286
2170656.483	2186057.624	2252350.626	2124806.449	2154915.697	2137362.231	2340037.145	2297446.762	2184997.2				6	6	6	41.1	41.1	41.1	20.747	0	30.015	1723400000	10	O00399	O00399	Dynactin subunit 6	DCTN6	288
6927003.634	7049551.285	7051506.107	6438530.405	6449250.157	6566531.059	7338735.142	6732915.836	6815083.96				7	7	7	16	16	16	60.908	0	94.858	1632100000	21	O00400	O00400	Acetyl-coenzyme A transporter 1	SLC33A1	289
4483207.986	4389727.64	4567267.948	3918038.111	4573286.909	4574872.164	4657744.267	4575189.281	4371206.187				13	13	12	34.7	34.7	34.5	54.826	0	138.12	1498700000	28	O00401	O00401	Neural Wiskott-Aldrich syndrome protein	WASL	290
156577318.4	185764553.4	170512232.4	160734011.9	164191021.8	168386355.6	169029521.7	156588171.9	173721370.7				38	38	36	41.9	41.9	40.2	123.63	0	323.31	57335000000	194	O00410;O00410-3;O00410-2	O00410;O00410-3;O00410-2	Importin-5	IPO5	292
10682159.54	10952068.2	11373713.24	10696978.42	10799790.57	11141962.27	11145051.91	10991614.68	11901994.33				22	22	22	25.2	25.2	25.2	138.62	0	271.1	3239000000	44	O00411	O00411	"DNA-directed RNA polymerase, mitochondrial"	POLRMT	293
6092910.003	6340213.536	6302968.404	5953472.631	5805544.691	6402038.845	6338455.9	6554707.628	6143374.917				17	17	17	27.6	27.6	27.6	82.143	0	179.19	4159000000	33	O00418	O00418	Eukaryotic elongation factor 2 kinase	EEF2K	294
173300430.8	192155629.2	193183950.4	171341573.3	181916353.5	182674497.8	185186026.4	176684470.5	188789069.9				15	15	15	77.8	77.8	77.8	17.561	0	167.02	47495000000	92	O00422	O00422	Histone deacetylase complex subunit SAP18	SAP18	295
12748286.4	12960337.93	14137267.87	11700768.88	11425864.58	12412582.75	13207004.97	12559711.59	12905654.74				18	18	18	22.2	22.2	22.2	89.86	0	86.359	3037600000	38	O00423;O00423-3	O00423;O00423-3	Echinoderm microtubule-associated protein-like 1	EML1	296
74255780.39	72285352.43	77516494.82	68485726.34	74410351.59	74029656.57	78126031.67	72798228.1	76412217.9				31	28	28	47.3	41.6	41.6	63.704	0	323.31	23921000000	111	O00425;O00425-2	O00425	Insulin-like growth factor 2 mRNA-binding protein 3	IGF2BP3	297
89550614.73	92068225.19	91781496.86	80406009.73	85944381.93	86752379.88	91457617.43	89420358.87	89420358.87				36	36	36	50.8	50.8	50.8	80.535	0	323.31	27708000000	121	O00429-2;O00429;O00429-4;O00429-5;O00429-3;O00429-8;O00429-6;O00429-7	O00429-2;O00429;O00429-4;O00429-5;O00429-3;O00429-8;O00429-6;O00429-7	Dynamin-1-like protein	DNM1L	298
23570842.66	24561579.43	25211873.62	21775462.12	23267292.41	23098566.74	24809683.59	24255355.69	23419387.35				15	15	15	49.7	49.7	49.7	39.336	0	234.55	8030300000	55	O00442;O00442-2	O00442;O00442-2	RNA 3-terminal phosphate cyclase	RTCA	299
9812572.652	8749687.133	10068880.84	8704922.362	8405487.125	8568433.256	9045068.512	8816655.142	8556563.115				28	28	28	18.9	18.9	18.9	190.68	0	323.31	2513700000	48	O00443;O00443-2	O00443	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	PIK3C2A	300
3325638.675	3940917.179	3451997.526	3631162.34	3684404.427	3442917.069	3313673.435	3305185.928	3353648.371				6	6	6	16.2	16.2	16.2	51.543	0	76.519	404320000	11	O00451;O00451-2;O00451-3	O00451;O00451-2;O00451-3	GDNF family receptor alpha-2	GFRA2	302
11522097.22	9456664.608	11533283.76	8975121.259	10038219.07	9357553.754	10164951.53	10050054.58	10426126.98				11	11	11	22.4	22.4	22.4	50.268	0	89.982	2113200000	27	O00458;O00458-2	O00458;O00458-2	Interferon-related developmental regulator 1	IFRD1	303
3882622.465	3762082.354	3946657.791	3596095.74	3888547.685	3758433.378	3820155.675	3551507.251	3786412.082				12	12	11	18	18	16.3	81.544	0	47.002	773700000	20	O00459	O00459	Phosphatidylinositol 3-kinase regulatory subunit beta	PIK3R2	304
11259972.75	11321015.2	11407663.54	10186110.94	10752732.57	11031303.96	11820600.56	11640099.06	11186070.56				19	19	19	37.1	37.1	37.1	81.879	0	205.24	5649800000	38	O00461	O00461	Golgi integral membrane protein 4	GOLIM4	305
610275.0144	516998.296	560129.1559	440780.2326	522256.8556	545114.5866	589078.3475	609852.1506	536976.7134				6	5	5	5.8	5	5	100.89	0	68.122	235430000	10	O00462	O00462	Beta-mannosidase	MANBA	306
489211.9095	451541.7934	473039.1289	380780.4806	426947.7507	452042.8471	407008.6697	424586.8017	382897.841				2	2	2	5.6	5.6	5.6	64.405	0	4.4225	95926000	3	O00463;O00463-2;O00463-3	O00463;O00463-2;O00463-3	TNF receptor-associated factor 5	TRAF5	307
5647183.185	5048068.302	5789871.906	5579869.691	6180105.347	5998207.498	5963798.156	6140394.856	5837017.65				18	18	18	11.9	11.9	11.9	205.43	0	243.46	1213300000	38	O00468-2;O00468-6;O00468-3;O00468-5;O00468-4;O00468-7;O00468	O00468-2;O00468-6;O00468-3;O00468-5;O00468-4;O00468-7;O00468	Agrin;Agrin N-terminal 110 kDa subunit;Agrin C-terminal 110 kDa subunit;Agrin C-terminal 90 kDa fragment;Agrin C-terminal 22 kDa fragment	AGRN	308
6456854.111	5306760.466	4694044.213	6824538.224	6205431.06	6303405.308	5045269.835	5375621.015	4943495.197				14	14	14	19.7	19.7	19.7	87.097	0	26.518	2660300000	34	O00469-2;O00469;O00469-3	O00469-2;O00469;O00469-3	"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2"	PLOD2	309
1318713.745	1442560.105	1351190.819	1277418.661	1264118.255	1318713.745	1373285.352	1296957.703	1312421.771				6	6	6	18.5	18.5	18.5	43.016	0	17.73	671870000	9	O00470;O00470-2;O14770-6;O14770-7;O14770-8;O14770-3;O14770-2;O14770-4;O14770;A6NDR6;O14770-5;Q99687-3;Q99687;Q99687-2;A8K0S8	O00470;O00470-2;O14770-6;O14770-7;O14770-8;O14770-3;O14770-2;O14770-4;O14770	Homeobox protein Meis1;Homeobox protein Meis2	MEIS1;MEIS2	310
26816172.52	26873855.89	27550974.25	23792441.7	25217116.82	26129931.38	26967155.16	25745197.47	26732658.84				25	25	25	35.7	35.7	35.7	81.852	0	323.31	6976600000	76	O00471	O00471	Exocyst complex component 5	EXOC5	311
1329175.339	1337771.236	1507158.798	1433489.593	1609074.842	1494674.596	1449375.518	1615332.803	1627809.001				5	5	5	9.4	9.4	9.4	72.324	0	9.4968	183140000	6	O00472;O00472-2	O00472	RNA polymerase II elongation factor ELL2	ELL2	312
423881.0661	356168.4006	433297.9844	414467.6571	432577.7694	400626.9644	442433.1622	446314.1435	416223.8184				2	2	2	4.5	4.5	4.5	59.687	0.00010978	2.5889	37113000	1	O00478-2;O00478;O00481-4;O00481	O00478-2;O00478;O00481-4;O00481	Butyrophilin subfamily 3 member A3;Butyrophilin subfamily 3 member A1	BTN3A3;BTN3A1	313
46861506.54	46254808	50567250.47	58531097.72	49153813.03	51347830.97	50137961.34	52223651.53	50409768.74				8	7	5	54.4	46.7	37.8	9.5388	0	43.42	6174100000	17	O00479	O00479	High mobility group nucleosome-binding domain-containing protein 4	HMGN4	314
7805177.442	8017383.197	7971943.198	7497613.363	7311317.638	7552380.39	7605965.688	7453052.544	7713210.216				6	6	6	55.6	55.6	55.6	9.3697	0	20.676	1806000000	23	O00483	O00483	Cytochrome c oxidase subunit NDUFA4	NDUFA4	315
11720249.94	11155099.14	11636065.61	9467814.438	10025702.54	10264784.47	11187621.39	10813273.5	11384755.72				10	10	10	36.5	36.5	36.5	34.577	0	21.06	4721900000	26	O00487	O00487	26S proteasome non-ATPase regulatory subunit 14	PSMD14	316
325726.1451	267411.1322	317258.6557	258947.4812	372995.8362	390889.1461	372324.2349	393389.793	308604.5912				4	4	4	27.6	27.6	27.6	15.199	0	77.631	53779000	2	O00488	O00488	Zinc finger protein 593	ZNF593	317
9483577.76	8862608.783	9791510.462	8272546.126	9212747.232	8871828.214	9613297.83	9043814.687	8808103.556				16	16	15	40.5	40.5	38.8	53.02	0	323.31	2966500000	38	O00499-6;O00499-2;O00499;O00499-11;O00499-9;O00499-7;O00499-4;O00499-3;O00499-5;O00499-10;O00499-8;Q9UBW5-2;Q9UBW5	O00499-6;O00499-2;O00499;O00499-11;O00499-9;O00499-7;O00499-4;O00499-3;O00499-5;O00499-10;O00499-8	Myc box-dependent-interacting protein 1	BIN1	318
8797730.638	9318717.596	9115560.897	8642995.623	8694068.308	8463365.255	8883519.928	8472756.634	8743018.373				13	6	6	22.3	10.6	10.6	57.81	0	110.67	4520900000	19	O00505	O00505	Importin subunit alpha-4	KPNA3	319
1586152.44	1391973.196	1648931.458	1516485.213	1313787.032	1114913.227	1851675.676	1263329.903	1170261.896				9	4	4	28.9	10.2	10.2	37.297	0	5.28	265930000	5	O00506-3;O00506-2;O00506	O00506-3;O00506-2;O00506	Serine/threonine-protein kinase 25	STK25	320
2306381.917	2240361.328	2443978.224	2065844.166	2148651.391	1971824.881	2148055.74	2096861.293	2044759.874				20	20	20	20.9	20.9	20.9	149.29	0	170.54	682890000	23	O00512	O00512	B-cell CLL/lymphoma 9 protein	BCL9	321
1354754.492	1203913.242	1415224.992	1136605.365	1321458.786	1280965.332	1429619.711	1392938.373	1289875.15				7	7	7	11.4	11.4	11.4	84.347	0	55.951	308020000	12	O00522;O00522-2;O00522-3	O00522;O00522-2;O00522-3	Krev interaction trapped protein 1	KRIT1	322
44561671.09	46139530.89	47393964.12	40894401.1	45627491.38	44999324.22	46014971.53	44067142.09	46845268.39				26	26	26	37.6	37.6	37.6	68.002	0	160.19	13769000000	84	O00541;O00541-2	O00541;O00541-2	Pescadillo homolog	PES1	323
16203.29949	16117.04908	16001.28338	17759.45883	15394.20773	16975.89479	12422.77622	12220.36707	14965.98901				3	3	3	29.6	29.6	29.6	24.377	0	25.482	26394000	4	O00559;O00559-2	O00559;O00559-2	Receptor-binding cancer antigen expressed on SiSo cells	EBAG9	324
7624440.276	7614405.653	7898788.708	6089110.233	6949125.475	6877248.282	7262324.679	7087276.971	7302707.42				10	10	10	45.5	45.5	45.5	32.316	0	158.69	3000400000	44	O00560-2;O00560;O00560-3	O00560-2;O00560;O00560-3	Syntenin-1	SDCBP	325
571700.4895	506604.3713	613115.7754	497383.8022	543078.0393	472514.8025	606185.5766	588139.9644	506358.6249				6	6	6	10.1	10.1	10.1	134.77	0	203.54	216330000	6	O00562-2;O00562	O00562-2;O00562	Membrane-associated phosphatidylinositol transfer protein 1	PITPNM1	326
18579392.58	19367038.15	19338867.82	18092645.02	18066328.36	18571667.23	19686454.89	19164061.33	19107027.26				26	26	26	39.9	39.9	39.9	78.863	0	249.9	7574200000	60	O00566	O00566	U3 small nucleolar ribonucleoprotein protein MPP10	MPHOSPH10	327
150480363.7	151569055.4	153802104.2	142008298.7	145102788.1	145364525.6	156707610	145768120.9	151621594.4				37	37	37	58.4	58.4	58.4	66.049	0	323.31	41968000000	178	O00567	O00567	Nucleolar protein 56	NOP56	328
156925003.5	164259321.2	164282093.9	154164997.1	161784707	156903250.6	155215780.5	148861970.8	168129774.9				50	49	19	62.1	62.1	21.5	73.243	0	323.31	55984000000	222	O00571;O00571-2;O15523-3	O00571;O00571-2	ATP-dependent RNA helicase DDX3X	DDX3X	329
8940350.738	9405674.661	9313551.634	8881057.235	9310324.362	8922397.549	9411544.056	8407817.944	9375732.643				9	9	9	39.1	39.1	39.1	29.48	0	17.684	2349600000	22	O00584;O00584-2	O00584	Ribonuclease T2	RNASET2	330
1302543.389	1248271.219	1250869.627	1156072.144	1205499.816	1316978.169	1267276.586	1244124.989	1261230.034				4	4	4	12.5	12.5	12.5	55.385	0	126.21	523960000	10	O00592-2;O00592	O00592-2;O00592	Podocalyxin	PODXL	331
302442.215	255683.5821	294171.9167	307345.1088	261381.9514	276592.0184	323880.0321	248881.5915	269794.2359				1	1	1	3.4	3.4	3.4	42.026	0	4.9427	99046000	2	O00622	O00622	Protein CYR61	CYR61	332
5220.600329	6208.375056	6877.173369	4618.4723	3772.747939	5352.139485	4177.140631	4256.346833	4202.697782				2	2	2	7	7	7	40.797	0.00011084	2.7935	1040900	2	O00623	O00623	Peroxisome assembly protein 12	PEX12	333
